ID,Timestamp,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Φύλλο;,Ποιος είναι ο τρόπος εργασίας;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Έχεις άτομα υπό την επίβλεψη σου;,Ποιό είναι το επίπεδο σπουδών σου;,"Ποιος είναι ο τίτλος του πτυχίου σου; (Αν έχεις παραπάνω από ένα, συμπλήρωσε τα)",Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[Fixed] Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[GROUP] Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,"[GROUP] Σε ποια πόλη δουλεύεις, Greece ή Abroad","[GROUP] Σε ποια πόλη δουλεύεις, Αττική ή Υπόλοιπη Ελλάδα",[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,[GROUP] Το πτυχίο σου είYes σχετικό με τον τομέα της πληροφορική;,[NORMALIZED] Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;
800,6/7/2023 20:32:21,"Backend, Frontend",JavaScript,1,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,ΙΕΚ,"ΤΕΧΝΙΚΟΣ ΕΦΑΡΜΟΓΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ (Πολυμέσα/Web designer – Developer/ Video games)
",9282,9282,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend",JavaScript
801,6/7/2023 20:40:10,Frontend,JavaScript,3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Agricultural Engineer,27000,27000,3,Ελλάδα,Αττική,,Όχι,Frontend,JavaScript
802,6/7/2023 20:57:07,Backend,"C, C++, Python",16,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Master,ΗΜΜΥ (ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ & ΜΗΧΑΝΙΚΩΝ ΗΥ),30000,30000,10+,Ελλάδα,Αττική,,Ναι,Backend,"C, C++, Python"
803,6/8/2023 0:07:13,Frontend,JavaScript,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Ναι,Bachelor's,Ηλεκτρολόγος Μηχανικός,15611,15611,1,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
804,6/8/2023 0:27:49,"Backend, Frontend",C#,2,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Bachelor's,Computer Science Department,14700,14700,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend",C#
805,6/8/2023 0:45:10,Embedded,C,1,Όχι,Άντρας,Και τα δύο,Πάτρα,Πάτρα,501+,Όχι,Master,Ηλεκτρολογων Μηχανικών και Τεχνολογίας Υπολογιστών ,21900,21900,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,FPGA / ASIC / Embedded,C
806,6/8/2023 10:14:37,"Backend, Frontend, DevOps, Mobile apps, Cybersecurity","Java, Python, JavaScript, Swift, Objective-C, Kotlin",8,Ναι,Άντρας,Και τα δύο,Tirana,Tirana,11 - 50,Όχι,Master,Senior Software Engineer,35000,35000,8,Εξωτερικό,-,,Ναι,"Backend, Frontend, SRE / DevOps, Mobile Apps, Cybersecurity","Java, Python, JavaScript, Swift, Objective-C, Kotlin"
807,6/8/2023 10:49:39,AI / ML,Python,1,Όχι,Άντρας,Απομακρυσμένα,Copenhagen,Copenhagen,501+,Όχι,Bachelor's,εφαρμοσμένη πληροφορική,34500,34500,1,Εξωτερικό,-,,Ναι,AI / ML,Python
808,6/8/2023 19:51:04,"Backend, Frontend, Full-Stack ",JavaScript,1,Ναι,Άντρας,Και τα δύο,Αθήνα,,201 - 500,Όχι,Bachelor's,Πληροφορική ,17500,17500,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, Backend, Frontend",JavaScript
809,6/9/2023 0:11:48,Frontend,JavaScript,6,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ ΠΕΙΡΑΙΑ,23000,23000,6,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
810,6/9/2023 9:26:48,"Backend, Frontend","C#, JavaScript",2,Ναι,Άντρας,Απομακρυσμένα,Πάτρα,Πάτρα,11 - 50,Όχι,Master,Διπλωματούχος Ηλεκτρολόγος Μηχανικός και Τεχνολογίας Υπολογιστών,25000,25000,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","C#, JavaScript"
811,6/9/2023 13:23:54,"Backend, DevOps","Python, JavaScript, PHP",5,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Ναι,ΙΕΚ,Τεχνικός εφαρμογών πληροφορικής,23800,23800,5,Ελλάδα,Αττική,,Ναι,"Backend, SRE / DevOps","Python, JavaScript, PHP"
812,6/9/2023 20:17:09,Frontend,"JavaScript, typescript",1,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Λύκειο,,12000,12000,1,Ελλάδα,Αττική,,Όχι,Frontend,"JavaScript, TypeScript"
813,6/10/2023 12:46:30,Backend,JavaScript,3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Ηλεκτρολόγος Μηχανικός & Τεχνολογίας Υπολογιστών,25000,25000,3,Ελλάδα,Αττική,,Ναι,Backend,JavaScript
814,6/11/2023 0:16:34,Mobile apps,Kotlin,7,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Πτυχίο Πληροφορικής απο Σχολή Επιστημών και Τεχνολογίας της Πληροφορίας (Οικονομικό Πανεπιστήμιο Αθηνών),23100,23100,7,Ελλάδα,Αττική,,Ναι,Mobile Apps,Kotlin
815,6/11/2023 12:36:50,Mobile apps,"Java, Kotlin",13,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,Περί της Πληροφορικής,31668,31668,10+,Ελλάδα,Αττική,,Ναι,Mobile Apps,"Java, Kotlin"
816,6/11/2023 16:08:52,"Backend, Frontend",JavaScript,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Μαθηματικό Αθήνας ,9800,9800,1,Ελλάδα,Αττική,,Όχι,"Backend, Frontend",JavaScript
817,6/11/2023 16:47:45,Backend,"JavaScript, PHP, Bash",4,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,201 - 500,Ναι,Master, Computer Science,22400,22400,4,Ελλάδα,Αττική,,Ναι,Backend,"JavaScript, PHP, Bash"
818,6/11/2023 21:50:24,"Backend, Frontend","Java, JavaScript",5,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Management Science and Technology,24600,24600,5,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Java, JavaScript"
819,6/12/2023 0:31:13,Data engineer ,Python,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,"Bcs Statistics, MSc Information Systems, MSc Data Science ",17500,17500,2,Ελλάδα,Αττική,,Ναι,Data Scientist / Data Engineer,Python
820,6/12/2023 2:01:38,Cloud,"Java, JavaScript, Bash",1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Informatics and Telecommunications,15000,15000,1,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Java, JavaScript, Bash"
821,6/12/2023 22:02:39,"Backend, DevOps","Java, Kotlin",9,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Ναι,Bachelor's,ΠΡΟΓΡΑΜΜΑΤΙΣΤΗΣ Η/Υ,24611,24611,9,Ελλάδα,Αττική,,Ναι,"Backend, SRE / DevOps","Java, Kotlin"
822,6/14/2023 9:30:30,"Backend, Desktop apps",C#,6,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Μηχανικός Ηλεκτρονικών Υπολογιστικών Συστημάτων,25600,25600,6,Ελλάδα,Αττική,,Ναι,"Backend, Desktop Apps",C#
823,6/14/2023 10:54:55,Frontend,JavaScript,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Μηχανικός Πληροφορικής,19600,19600,2,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
824,6/14/2023 12:14:50,Backend,Go,5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Πληροφορική,2075,29050,5,Ελλάδα,Αττική,,Ναι,Backend,Go
825,6/14/2023 12:15:25,"Backend, Frontend",JavaScript,3,Όχι,Άντρας,Και τα δύο,Αθήνα,,1 - 10,Όχι,Bachelor's,Μηχανικός Λογισμικού,18200,18200,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",JavaScript
826,6/14/2023 12:17:57,Backend,Java,7,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,201 - 500,Ναι,Master,"Bsc Computer Science, Msc Computing and Network Technologies",30605,30605,7,Ελλάδα,Αττική,,Ναι,Backend,Java
827,6/14/2023 12:18:37,"Backend, Frontend","JavaScript, PHP",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,ΙΕΚ,Τεχνικος εφαρμογων πληροφορικης,14000,14000,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
828,6/14/2023 13:15:18,Frontend,JavaScript,1,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Ναι,Λύκειο,,800,11200,1,Ελλάδα,Αττική,,Όχι,Frontend,JavaScript
829,6/14/2023 13:54:45,Computational Mechanics,"C++, Python",2,Όχι,Άντρας,Και τα δύο,Bologna,Modena,51 - 100,Όχι,PhD,"PhD Mechanical, Materials and Manufacturing Engineering, MSc Materials Science and Engineering, MSc Civil Engineering",41000,41000,2,Εξωτερικό,-,,Ναι,Backend,"C++, Python"
830,6/14/2023 14:17:44,Frontend,"JavaScript, Kotlin, Typescript",5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,"Regional and Financial Development, Panteion Uni",20300,20300,5,Ελλάδα,Αττική,,Όχι,Frontend,"JavaScript, Kotlin, TypeScript"
831,6/14/2023 14:23:49,"Backend, Frontend","C#, JavaScript",11,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,501+,Ναι,Λύκειο,,35000,35000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,"Backend, Frontend","C#, JavaScript"
832,6/14/2023 14:42:46,Backend,"Java, Python, Bash",1,Όχι,Άντρας,Και τα δύο,Αθήνα,,501+,Όχι,Master,Μηχανικός Η/Υ και Πληροφορικής,19200,19200,1,Ελλάδα,Αττική,,Ναι,Backend,"Java, Python, Bash"
833,6/14/2023 15:50:45,Frontend,JavaScript,34,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Automation engineer,1200,16800,10+,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
834,6/14/2023 17:58:08,CRM,"Python, JavaScript",6,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Ναι,Bachelor's,Πληροφορικής,2300,32200,6,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Python, JavaScript"
835,6/14/2023 18:06:37,Frontend,JavaScript,1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Μαθηματικά,21000,21000,1,Ελλάδα,Αττική,,Όχι,Frontend,JavaScript
836,6/14/2023 18:12:58,Backend,Go,8,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Μηχανικός υπολογιστικών συστημάτων,26000,26000,8,Ελλάδα,Αττική,,Ναι,Backend,Go
837,6/14/2023 18:15:25,Backend,Java,4,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Μηχανικός Πληροφορικής,24000,24000,4,Ελλάδα,Αττική,,Ναι,Backend,Java
838,6/14/2023 18:18:44,AI / ML,Python,2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Μαθηματικός,20000,20000,2,Ελλάδα,Αττική,,Όχι,AI / ML,Python
839,6/14/2023 18:23:26,AI / ML,Python,5,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Οικονομικά,40320,40320,5,Ελλάδα,Αττική,,Όχι,AI / ML,Python
840,6/14/2023 18:27:26,Frontend,JavaScript,2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Ηλεκτρολόγος μηχανικός και μηχανικός υπολογιστών,22820,22820,2,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
841,6/14/2023 18:36:37,"AI / ML, BI",Python,2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Μαθηματικά με Μεταπτυχιακό στην πληροφορική,27160,27160,2,Ελλάδα,Αττική,,Ναι,"AI / ML, BI / Data Analysis",Python
842,6/14/2023 18:47:31,Backend,Java,3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Πληροφορική,29120,29120,3,Ελλάδα,Αττική,,Ναι,Backend,Java
843,6/14/2023 20:10:06,"Backend, Frontend","Java, JavaScript",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Μηχανικός Πληροφορικής ΤΕ (ΚΑΤΕΎΘΥΝΣΗ ΜΗΧΑΝΙΚΟΣ ΛΟΓΙΣΜΙΚΟΎ) ,22,22000,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Java, JavaScript"
844,6/14/2023 22:04:08,"Backend, Frontend","Python, JavaScript",2,Ναι,Άντρας,Απομακρυσμένα,Λέρος,Αθήνα,11 - 50,Ναι,Bachelor's,Τεχνολογία Λογισμικού και Ευφυή Συστήματα,19920,19920,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Python, JavaScript"
845,6/14/2023 22:34:39,BI,SQL,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Master,Φυσικοθεραπευτής,14.08,14080,1,Ελλάδα,Αττική,,Όχι,BI / Data Analysis,SQL
846,6/14/2023 23:07:54,"Backend, Frontend","Python, Bash",1,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,1 - 10,Όχι,Master,Πληροφορικής,14000,14000,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Python, Bash"
847,6/15/2023 10:56:42,Backend,Go,17,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,US,501+,Ναι,Master,Computer Science,50000,50000,10+,Εξωτερικό,-,,Ναι,Backend,Go
848,6/15/2023 11:39:49,Mobile apps,"Java, Kotlin",5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,ΠαΠει Πληροφορικη,22.96,22960,5,Ελλάδα,Αττική,,Ναι,Mobile Apps,"Java, Kotlin"
849,6/15/2023 11:52:55,Backend,JavaScript,3,Όχι,Άντρας,Και τα δύο,Βολος,,11 - 50,Όχι,Master,Μηχανικος Η/Υ,12000,12000,3,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,JavaScript
850,6/15/2023 16:56:14,Backend,"C#, JavaScript",1,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Στατιστική και Ασφαλιστική Επιστήμη,11.2,11200,1,Ελλάδα,Αττική,,Όχι,Backend,"C#, JavaScript"
851,6/15/2023 18:56:53,AI / ML,Python,3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Mathematics,19000,19000,3,Ελλάδα,Αττική,,Όχι,AI / ML,Python
852,6/16/2023 6:32:22,"Backend, Frontend","JavaScript, Bash, Typescript",13,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,ΙΕΚ,Τεχνικός Δικτύων κ Εφαρμογές Ιντερνετ,18200,18200,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, Bash, TypeScript"
853,6/16/2023 22:40:55,Backend,"JavaScript, PHP",7,Όχι,Άντρας,Απομακρυσμένα,Ρέθυμνο,Ρέθυμνο,51 - 100,Όχι,Master,ΤΕΙ Ηρακλείου Εφαρμοσμένη Πληροφορικής και Πολυμέσων,1400,19600,7,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,"JavaScript, PHP"
854,6/17/2023 18:19:33,Frontend,"JavaScript, PHP",3,Ναι,Άντρας,Και τα δύο,"Manchester, UK","Manchester, UK",51 - 100,Όχι,Bachelor's,Μηχανικός υπολογιστών και πληροφορικής,21022,21022,3,Εξωτερικό,-,,Ναι,Frontend,"JavaScript, PHP"
855,6/17/2023 18:55:33,"Frontend, Mobile apps",dart/flutter,3,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,1 - 10,Όχι,Bachelor's,Μηχανικός Πληροφορικής,15600,15600,3,Ελλάδα,Αττική,,Ναι,"Frontend, Mobile Apps",Dart
856,6/17/2023 22:17:51,"Backend, Frontend","Python, JavaScript",2,Ναι,Άντρας,Απομακρυσμένα,Ιωάννινα,London,101 - 200,Ναι,Bachelor's,Mηχανικος Πληροφορικης TE,26000,26000,2,Εξωτερικό,-,,Ναι,"Backend, Frontend","Python, JavaScript"
857,6/18/2023 12:29:35,DevOps,"Python, Go, Bash",7,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Master,Δίπλωμα Ηλεκτολόγου Μηχανικού και Τεχνολογίας Υπολογιστών,34795,34795,7,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Python, Go, Bash"
858,6/18/2023 16:58:37,"Backend, Frontend","JavaScript, Typescript",2,Όχι,Άντρας,Στον χώρο του εργοδότη,Πάτρα,,51 - 100,Ναι,Master,Μηχανικός Ηλεκτρονικών Υπολογιστών και Πληροφορικής ,20000,20000,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","JavaScript, TypeScript"
859,6/18/2023 22:52:36,"Backend, Frontend","Python, JavaScript",4,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Ναι,Master,Ηλεκτρολόγος μηχανικός και μηχανικός υπολογιστών ΕΜΠ ,25000,25000,4,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Python, JavaScript"
860,6/19/2023 1:35:47,"Backend, Frontend","Python, JavaScript, PHP",8,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Bsc Computer Science ,31176,31176,8,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Python, JavaScript, PHP"
861,6/19/2023 21:22:18,Backend,Java,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Master,"BSc in Economics, MSc in Informatics",11201,11201,1,Ελλάδα,Αττική,,Ναι,Backend,Java
862,6/20/2023 21:30:07,"Backend, Frontend, DevOps, Cybersecurity","Python, JavaScript, Bash",1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,Τμήμα Πληροφορικής και Τηλεπικοινωνιών ΕΚΠΑ,16800,16800,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, SRE / DevOps, Cybersecurity","Python, JavaScript, Bash"
863,6/21/2023 12:03:52,Backend,Java,4,Ναι,Άντρας,Και τα δύο,Αθήνα,,201 - 500,Όχι,Bachelor's,BSc in Computer Science,19600,19600,4,Ελλάδα,Αττική,,Ναι,Backend,Java
864,6/21/2023 12:05:21,"Backend, Frontend",vba Access ,3,Όχι,Άντρας,Και τα δύο,Κιλκις ,,501+,Όχι,Master,Τεχνολογίας Πληροφορικής & Τηλεπικοινωνιών ,13500,13500,3,Εξωτερικό,-,,Ναι,"Backend, Frontend",Visual Basic
865,6/21/2023 12:06:01,Frontend,"JavaScript, typescript",2,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Ναι,Bachelor's,Μηχανικός πληροφορικής και ηλεκτρονικών συστημάτων,14000,14000,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Frontend,"JavaScript, TypeScript"
866,6/21/2023 12:15:24,"Backend, Frontend",JavaScript,7,Όχι,Άντρας,Και τα δύο,Munich,Munich,51 - 100,Ναι,Bachelor's,Electronics Engineering,54000,54000,7,Εξωτερικό,-,,Ναι,"Backend, Frontend",JavaScript
867,6/21/2023 12:19:41,"Backend, Frontend","Java, JavaScript, Bash",2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Πληροφορική,14000,14000,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Java, JavaScript, Bash"
868,6/21/2023 13:54:21,Frontend,JavaScript,1,Όχι,Άντρας,Και τα δύο,Αθήνα,,11 - 50,Όχι,Bachelor's,Μαθηματικό Αθήνας,14000,14000,1,Ελλάδα,Αττική,,Όχι,Frontend,JavaScript
869,6/21/2023 14:00:37,"Backend, Frontend","JavaScript, PHP",3,Όχι,Γυναίκα,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Μηχανικός Πληροφορικής,12600,12600,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
870,6/21/2023 15:16:18,Frontend,JavaScript,1,Ναι,Άντρας,Και τα δύο,Αθήνα,,1 - 10,Όχι,Bachelor's,Εφαρμοσμένης Πληροφορικής και Πολυμέσων,15000,15000,1,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
871,6/21/2023 15:23:41,"Backend, Frontend, DevOps","JavaScript, PHP",9,Ναι,Άντρας,Απομακρυσμένα,Πάτρα,Copenhagen,101 - 200,Ναι,Bachelor's,Business Management TEI,48000,48000,9,Εξωτερικό,-,,Όχι,"Backend, Frontend, SRE / DevOps","JavaScript, PHP"
872,6/21/2023 15:44:07,qa,"Python, Go, Bash",7,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,-,31000,31000,7,Ελλάδα,Αττική,,Όχι,QA Engineer / QA Automation Engineer,"Python, Go, Bash"
873,6/21/2023 16:45:02,Frontend,"JavaScript, SQL",2,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,11 - 50,Ναι,Λύκειο,,15000,15000,2,Ελλάδα,Αττική,,Όχι,Frontend,"JavaScript, SQL"
874,6/21/2023 17:24:36,"Backend, Frontend, Mobile apps, Desktop apps","Java, C#, Python, PHP",1,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Bachelor's,Computer Scientist,16800,16800,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend, Mobile Apps, Desktop Apps","Java, C#, Python, PHP"
875,6/21/2023 20:16:59,Reporting,Python,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Λύκειο,,21000,21000,2,Ελλάδα,Αττική,,Όχι,BI / Data Analysis,Python
876,6/21/2023 21:11:59,Cybersecurity,Python,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Computer Science,14000,14000,1,Ελλάδα,Αττική,,Ναι,Cybersecurity,Python
877,6/22/2023 2:08:06,Backend,Java,3,Ναι,Άντρας,Και τα δύο,London,London,501+,Όχι,Bachelor's,Physics,50000,50000,3,Εξωτερικό,-,,Όχι,Backend,Java
878,6/22/2023 2:26:27,Backend,Java,2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,201 - 500,Όχι,Λύκειο,,16800,16800,2,Ελλάδα,Αττική,,Όχι,Backend,Java
879,6/22/2023 13:08:33,"Backend, CRM","Java, JavaScript",5,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,,501+,Ναι,Master,Mathematics,28000,28000,5,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,"Backend, Backend, Frontend","Java, JavaScript"
880,6/22/2023 13:17:54,Frontend,JavaScript,2,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Bachelor's,Μηχανικός Πληροφορικής Τ.Ε.,18500,18500,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Frontend,JavaScript
881,6/22/2023 13:55:39,Frontend,"JavaScript, PHP",3,Ναι,Άντρας,Και τα δύο,Ξάνθη,,1 - 10,Όχι,Bachelor's,Κοινωνίκων Επιστημών,11.9,11900,3,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,Frontend,"JavaScript, PHP"
882,6/22/2023 15:19:39,Mobile apps,Swift,7,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,London,1 - 10,Ναι,Bachelor's,Πληροφορική και Τηλεπικοινωνίες ,52800,52800,7,Εξωτερικό,-,,Ναι,Mobile Apps,Swift
883,6/22/2023 16:41:32,"Backend, Frontend","Python, JavaScript, PHP",15,Όχι,Άντρας,Απομακρυσμένα,Ηράκλειο,London,11 - 50,Όχι,Bachelor's,Επιστήμης υπολογιστών,36000,36000,10+,Εξωτερικό,-,,Ναι,"Backend, Frontend","Python, JavaScript, PHP"
884,6/23/2023 7:42:31,DevOps,"Python, Bash",25,Όχι,Άντρας,Απομακρυσμένα,Dublin,Αθήνα,501+,Ναι,ΙΕΚ,Ειδικός Τηλεπληροφορικής ,180000,180000,10+,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Python, Bash"
885,6/23/2023 17:58:33,"Backend, Frontend","Java, JavaScript, Perl",10,Όχι,Άντρας,Και τα δύο,Ηράκλειο,Ηράκλειο,501+,Όχι,Master,Ηλεκτρολόγος Μηχανικός και Μηχανικός Η/Υ,15260,15260,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","Java, JavaScript, Perl"
886,6/23/2023 18:31:04,Backend,C#,3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Master,Compute Science ,19600,19600,3,Ελλάδα,Αττική,,Ναι,Backend,C#
887,6/24/2023 1:03:42,"Backend, Frontend",JavaScript,2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Επιστήμονας Πληροφορικής,18500,18500,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",JavaScript
